source_id,authority,title,version_or_ref,commit_sha,path_or_coordinate,url,accessed_at,supports,limitations
R_TOOL,repository-supporting,Maintained isolated-tool geometry pipeline,source SHA,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,illustration/TOOL_GEOMETRY_PIPELINE.md,https://github.com/mannyc2/nycustodianexam/blob/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/illustration/TOOL_GEOMETRY_PIPELINE.md,2026-08-22T00:28:38Z,reproducibility manifests static scored views and immutable asset ideas,explicitly scoped to isolated tools and not scene authority
R_TOOL_NORM,repository-supporting,Normalized tool-geometry evidence and limitations,source SHA,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,research/illustration/TOOL_GEOMETRY_PIPELINE_2026-08-20.md,https://github.com/mannyc2/nycustodianexam/blob/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/research/illustration/TOOL_GEOMETRY_PIPELINE_2026-08-20.md,2026-08-22T00:28:38Z,reported deterministic POC lessons decomposition QA/versioning and unresolved scene scope,no mechanical approval and no contextual-scene validation
EFFECT_NPM,upstream-package-registry,effect package versions,npm current tags,,effect@4.0.0-rc.111,https://www.npmjs.com/package/effect?activeTab=versions,2026-08-22T00:28:38Z,latest v4 package coordinate and RC prerelease status,npm latest dist-tag remains v3 so v4 must be selected explicitly
EFFECT_TAG,upstream-source,Effect source tag,effect@4.0.0-rc.111,,Effect-TS/effect tag effect@4.0.0-rc.111,https://github.com/Effect-TS/effect/tree/effect@4.0.0-rc.111,2026-08-22T00:28:38Z,immutable source tag corresponding to selected v4 coordinate,no Effect code-level probe required in this lane
BUN_CURRENT,upstream-official,Bun homepage/current release,1.4.0,,,https://bun.sh/,2026-08-22T00:28:38Z,current stable Bun coordinate and short revision display 0aa2b1cd,no local Bun binary was installed or queried
BLENDER_RELEASE,upstream-official,Blender current release,5.2.0 LTS,,,https://www.blender.org/download/,2026-08-22T00:28:38Z,current production/LTS coordinate for future pilot,not installed or rendered in R2.9
BLENDER_RENDER,upstream-official,Blender rendering manual,5.2 LTS,,,https://docs.blender.org/manual/en/5.2/render/introduction.html,2026-08-22T00:28:38Z,3D-to-2D rendering and Freestyle NPR line-render capability,capability evidence not proof of project-specific visual adequacy
BLENDER_CLI,upstream-official,Blender command-line arguments,5.2 LTS,,,https://docs.blender.org/manual/de/5.2/advanced/command_line/arguments.html,2026-08-22T00:28:38Z,background headless rendering and deterministic build automation surface,argument availability does not establish byte-identical renders across platforms
BLENDER_ASSET,upstream-official,Blender Asset Browser manual,5.2 LTS,,,https://docs.blender.org/manual/id/5.2/editors/asset_browser.html,2026-08-22T00:28:38Z,project-owned reusable asset libraries linking/appending/packing,does not define this project's semantic scene manifest
BLENDER_LICENSE,upstream-official,Blender license and artwork ownership,current,,,https://www.blender.org/about/license/,2026-08-22T00:28:38Z,Blender software license and statement that user-created artwork/data files remain user's property,third-party inputs and add-ons have separate rights obligations
WAI_COMPLEX,standards-guidance,W3C WAI Complex Images tutorial,current,,,https://www.w3.org/WAI/tutorials/images/complex/,2026-08-22T00:28:38Z,short plus structured long descriptions for information-dense illustrations,general accessibility guidance must be adapted to commit-before-reveal security
WCAG_TARGET,standards-guidance,WCAG 2.2 Understanding 2.5.8 Target Size Minimum,WCAG 2.2,,,https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum,2026-08-22T00:28:38Z,24x24 CSS-pixel minimum/spacing rule and equivalent-control exception,scene marker placement may be spatially essential so alternate controls remain important
PYTORCH_REPRO,upstream-official,PyTorch reproducibility notes,2.13 docs 2026-05-14,,,https://docs.pytorch.org/docs/stable/notes/randomness.html,2026-08-22T00:28:38Z,identical seeds do not guarantee cross-release/platform bit reproducibility and deterministic-algorithm controls,framework-level warning not a validation of any chosen image model
DIFF_REPRO,upstream-official,Hugging Face Diffusers reproducibility,current,,,https://huggingface.co/docs/diffusers/en/using-diffusers/reusing_seeds,2026-08-22T00:28:38Z,seed/generator controls deterministic-algorithm settings and cross-platform limitations,generative pipeline remains probabilistic and model-specific
DIFF_CONTROL,upstream-official,Hugging Face Diffusers ControlNet,current,,,https://huggingface.co/docs/diffusers/using-diffusers/controlnet,2026-08-22T00:28:38Z,conditioning on project-generated canny/depth/pose structural controls,control guidance does not guarantee object/hazard preservation
USCO_AI,government-primary,U.S. Copyright Office AI Part 2 copyrightability report,2025-01-29,,,https://www.copyright.gov/ai/Copyright-and-Artificial-Intelligence-Part-2-Copyrightability-Report.pdf,2026-08-22T00:28:38Z,human-authorship limits for generative outputs and role of human modification/arrangement,not legal advice and does not resolve training-data/provider-contract risk
USCO_WMFH,government-primary,U.S. Copyright Office Circular 30 Works Made for Hire,current,,,https://www.copyright.gov/circs/circ30.pdf,2026-08-22T00:28:38Z,rights planning for commissioned human illustration and written-agreement requirements,work-made-for-hire is fact/category dependent; assignment/license counsel may still be needed
OSHA_FLOOR,government-primary,29 CFR 1910.22 General requirements,current e-CFR mirror,,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.22,2026-08-22T00:28:38Z,wet-floor spill sharp-object housekeeping pilot claims,occupational standard does not establish exam weighting or exact distractor design
OSHA_ELEC,government-primary,29 CFR 1910.334 Use of equipment,current e-CFR mirror,,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.334,2026-08-22T00:28:38Z,damaged cord/plug grounding and wet-condition pilot claims,requires careful scene simplification to avoid implying advanced electrical work
OSHA_LADDER,government-primary,29 CFR 1910.23 Ladders,current e-CFR mirror,,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.23,2026-08-22T00:28:38Z,stepladder top-step/cap and stability pilot claims,occupational rule is source evidence not proof a specific claim is tested
OSHA_EGRESS,government-primary,29 CFR 1910.37 Exit routes,current e-CFR mirror,,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.37,2026-08-22T00:28:38Z,blocked-egress pilot claim,does not imply every visual obstruction is materially unsafe
OSHA_FIRE,government-primary,29 CFR 1910.157 Portable fire extinguishers,current e-CFR mirror,,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.157,2026-08-22T00:28:38Z,readily-accessible extinguisher pilot claim,employer emergency-plan context can affect applicability
OSHA_HAZCOM,government-primary,29 CFR 1910.1200 Hazard Communication,current e-CFR mirror,,,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,2026-08-22T00:28:38Z,chemical workplace labeling/SDS handling-and-storage evidence,individual chemical incompatibility should use product/SDS or direct public-health evidence rather than generic inference
CDC_BLEACH,government-primary,CDC Cleaning and Disinfecting with Bleach,2024-04-24,,,https://www.cdc.gov/hygiene/about/cleaning-and-disinfecting-with-bleach.html,2026-08-22T00:28:38Z,pilot-safe incompatibility claim that bleach/disinfectants should not be mixed with other cleaners,household/public-health guidance; scene still requires entry-scope review
NIOSH_MMH,government-primary,NIOSH Ergonomic Guidelines for Manual Material Handling,2007-131,,,https://www.cdc.gov/niosh/docs/2007-131/pdfs/2007-131.pdf,2026-08-22T00:28:38Z,manual-lifting/material-handling pilot and posture/handling review,older ergonomic guidance and not an OSHA regulation
FDA_FOOD,government-primary,FDA 2022 Food Code plus December 2024 supplement,2022+2024 supplement,,,https://www.fda.gov/media/183271/download,2026-08-22T00:28:38Z,food-service pilot separation of poisonous/toxic materials and working-container identification,Food Code is model guidance adopted variably by jurisdictions; bank admission needs scope review
