source_id,authority,title,version_or_ref,commit_sha,path_or_coordinate,url,accessed_at,supports,limitations
S11,official upstream source,Effect package manifest,4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/package.json,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/package.json,2026-08-21T22:33:58Z,"Exact package version, exports, unstable reactivity entry, publish layout",Registry installation was blocked
S12,official upstream source,Effect v4 agent guidance,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,LLMS.md,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/LLMS.md,2026-08-21T22:33:58Z,"Current Effect coding, services, errors, Scope, runtime and testing guidance",Published node_modules/effect/AGENTS.md could not be read
S13,official upstream source,Ref,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/Ref.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/Ref.ts,2026-08-21T22:33:58Z,Fiber-safe process-local mutable state and atomic transformations,Source existence is not project adoption
S14,official upstream source,SynchronizedRef,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/SynchronizedRef.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/SynchronizedRef.ts,2026-08-21T22:33:58Z,Serialized effectful updates using a semaphore,Not a durable store
S15,official upstream source,PubSub,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/PubSub.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/PubSub.ts,2026-08-21T22:33:58Z,"Broadcast semantics, replay/strategies, scoped subscriptions and shutdown",Not current-value or persistence authority
S16,official upstream source,Stream,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/Stream.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/Stream.ts,2026-08-21T22:33:58Z,"Effectful multi-value sources, backpressure and lifecycle",Overkill for single semantic commands
S17,official upstream source,ManagedRuntime,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/ManagedRuntime.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/ManagedRuntime.ts,2026-08-21T22:33:58Z,"Layer built/cached once, repeated runs and explicit disposal",Exact runtime fixture blocked by unavailable package
S18,official upstream source,Scope,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/Scope.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/Scope.ts,2026-08-21T22:33:58Z,Lifetime boundary and finalizer semantics,Browser-resource integration still needs project adapters
S19,official upstream source,Reactivity,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/unstable/reactivity/Reactivity.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/unstable/reactivity/Reactivity.ts,2026-08-21T22:33:58Z,"Key invalidation, batching, success-triggered invalidation, query/stream reruns",Explicitly unstable and process-local
S20,official upstream source,Atom,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/unstable/reactivity/Atom.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/unstable/reactivity/Atom.ts,2026-08-21T22:33:58Z,"Reactive value/effect/stream nodes, async results, dependencies and lifecycle",Explicitly unstable; not a renderer or durable store
S21,official upstream source,AtomRef,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/unstable/reactivity/AtomRef.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/unstable/reactivity/AtomRef.ts,2026-08-21T22:33:58Z,Observable process-local mutable cell and subscriptions,Explicitly unstable and not cross-tab/durable
S22,official upstream source,AtomRegistry,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/unstable/reactivity/AtomRegistry.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/unstable/reactivity/AtomRegistry.ts,2026-08-21T22:33:58Z,"Registry-local cache, subscriptions, mounts, resets, idle TTL and disposal",Explicitly unstable; runtime execution blocked
S23,official upstream source,Reactivity package index,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/src/unstable/reactivity/index.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/src/unstable/reactivity/index.ts,2026-08-21T22:33:58Z,Exact public module family at the coordinate,Entry-point presence is not adoption proof
S24,official upstream source,React Atom package manifest,4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/atom/react/package.json,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/atom/react/package.json,2026-08-21T22:33:58Z,Package version and React/scheduler peer ranges,Package install and bundle closure blocked
S25,official upstream source,React Atom hooks,4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/atom/react/src/Hooks.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/atom/react/src/Hooks.ts,2026-08-21T22:33:58Z,"useSyncExternalStore bridge, mount, write and cleanup behavior",Does not justify selecting React
S26,official upstream source,Solid Atom package and hooks,4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/atom/solid/src/Hooks.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/atom/solid/src/Hooks.ts,2026-08-21T22:33:58Z,Signal/accessor bridge and owner cleanup,Package install and runtime probe blocked
S27,official upstream source,Vue Atom package and hooks,4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/atom/vue/src/index.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/atom/vue/src/index.ts,2026-08-21T22:33:58Z,Vue refs/watch cleanup and registry injection,Package install and runtime probe blocked
S28,official upstream source,Effect Schema array types,effect@4.0.0-rc.111,648f566d7557e33abd8da8546c42aa93343e2db9,packages/effect/typetest/schema/Array.tst.ts,https://github.com/Effect-TS/effect/blob/effect@4.0.0-rc.111/packages/effect/typetest/schema/Array.tst.ts,2026-08-21T22:33:58Z,Schema.NonEmptyArray current coordinate,Schema fixture could not typecheck without installed package
S29,official upstream release,Bun v1.4.0 tag,bun-v1.4.0,34cbb9a40b4bd1bd767d134a7065e66c2432a676,oven-sh/bun tag,https://github.com/oven-sh/bun/releases/tag/bun-v1.4.0,2026-08-21T22:33:58Z,Exact Bun coordinate selected for required probes,Bun executable unavailable in runner
S30,official upstream release,lit-html 3.3.3 tag,lit-html@3.3.3,20afabd3c5bfd49fdcdf1b8518e05c7f99a46db6,lit/lit tag,https://github.com/lit/lit/releases/tag/lit-html%403.3.3,2026-08-21T22:33:58Z,Exact declarative renderer coordinate,Dependency installation and execution blocked
S31,official framework docs,React hydrateRoot,React 19,,react-dom/client hydrateRoot,https://react.dev/reference/react-dom/client/hydrateRoot,2026-08-21T22:33:58Z,React hydration contract,No matched product fixture run
S32,official framework docs,Solid render and hydrate,Solid 1.9,,solid-js/web render/hydrate,https://docs.solidjs.com/reference/rendering/render,2026-08-21T22:33:58Z,Solid rendering/lifecycle posture,No matched product fixture run
S33,official framework docs,Preact server rendering and hydrate,Preact 10,,preact render/hydrate,https://preactjs.com/guide/v10/server-side-rendering/,2026-08-21T22:33:58Z,Preact SSR/hydration availability,No official Effect Atom package or matched fixture run
S34,web standard,Custom element lifecycle callbacks,Living standard,,Custom Elements lifecycle,https://developer.mozilla.org/en-US/docs/Web/API/Web_components/Using_custom_elements,2026-08-21T22:33:58Z,Custom-element connect/disconnect/adopt/move lifecycle,Does not provide keyed renderer behavior
S35,observed fixture,Policy-safe Chromium interaction result,Chromium 144.0.7559.96,,raw-results/browser-inline-results.json,https://github.com/mannyc2/nycustodianexam/blob/research/v2-effect-ui-reactivity/research/v2/effect-ui-reactivity/raw-results/browser-inline-results.json,2026-08-21T22:33:58Z,"Failure-no-reveal, retry, reconciliation, focus, live region, restoration and disposal for direct/negative-control arms","Uses about:blank and an IndexedDB-shaped shim, not native IndexedDB"
S36,observed fixture,Renderer-neutral model tests,Node 22.16.0,,raw-results/node-model-tests.txt,https://github.com/mannyc2/nycustodianexam/blob/research/v2-effect-ui-reactivity/research/v2/effect-ui-reactivity/raw-results/node-model-tests.txt,2026-08-21T22:33:58Z,Pure transition invariants and disposal behavior,"Does not execute Effect, renderer, or IndexedDB"
S37,observed fixture,Source closure measurement,Node zlib,,raw-results/payload-measurements.json,https://github.com/mannyc2/nycustodianexam/blob/research/v2-effect-ui-reactivity/research/v2/effect-ui-reactivity/raw-results/payload-measurements.json,2026-08-21T22:33:58Z,First-party source and gzip comparison,Not a Vite production bundle; excludes lit-html dependency bytes
S38,blocked fixture evidence,Dependency acquisition failures,2026-08-21 runner,,raw-results/dependency-install-blocked.txt,https://github.com/mannyc2/nycustodianexam/blob/research/v2-effect-ui-reactivity/research/v2/effect-ui-reactivity/raw-results/dependency-install-blocked.txt,2026-08-21T22:33:58Z,Why Bun/install/package guidance could not be completed,Runner network limitation; rerun is required
S39,blocked fixture evidence,Native browser/IndexedDB failures,Chromium 144.0.7559.96,,raw-results/browser-native-http-blocked.txt; browser-inline-results.json,https://github.com/mannyc2/nycustodianexam/blob/research/v2-effect-ui-reactivity/research/v2/effect-ui-reactivity/raw-results/browser-native-http-blocked.txt,2026-08-21T22:33:58Z,Exact URL policy and opaque-origin IndexedDB blockers,Does not establish native transaction behavior
