source_id,authority,title,version_or_ref,commit_sha,path_or_coordinate,url,accessed_at,supports,limitations
P011,BLOCKED_INPUT,E03 Effect state and UI rendering direct DOM,named prior input,,03-effect-state-ui-rendering-direct-dom.md,,2026-08-21T19:24:00Z,intended prior raw evidence,not present in Git; not recovered from available library
E001,PRIMARY_UPSTREAM,Effect repository current main,main,436f10d1efccec308426532ff3f88df9a96434f3,repository commit,https://github.com/Effect-TS/effect/tree/436f10d1efccec308426532ff3f88df9a96434f3,2026-08-21T19:26:00Z,exact current Effect source coordinate,moving branch pinned by commit
E002,PRIMARY_UPSTREAM,effect package manifest,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/effect/package.json,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/effect/package.json,2026-08-21T19:26:00Z,Effect package version and exports,release candidate
E003,PRIMARY_UPSTREAM,Unstable reactivity export surface,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/effect/src/unstable/reactivity/index.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/effect/src/unstable/reactivity/index.ts,2026-08-21T19:27:00Z,module organization and unstable status,source API may change before final v4
E004,PRIMARY_UPSTREAM,Atom implementation,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/effect/src/unstable/reactivity/Atom.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/effect/src/unstable/reactivity/Atom.ts,2026-08-21T19:27:00Z,Atom constructors; async state; finalizers; Effect Scope and interruption,source inspection; no target-app runtime probe
E005,PRIMARY_UPSTREAM,AtomRegistry implementation,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/effect/src/unstable/reactivity/AtomRegistry.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/effect/src/unstable/reactivity/AtomRegistry.ts,2026-08-21T19:27:00Z,registry isolation; subscriptions; mount; disposal; scoped layer,source inspection; no target-app runtime probe
E006,PRIMARY_UPSTREAM,Reactivity implementation,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/effect/src/unstable/reactivity/Reactivity.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/effect/src/unstable/reactivity/Reactivity.ts,2026-08-21T19:28:00Z,success-only invalidation; scoped queries; batching,process-local invalidation only; not durable storage
E007,PRIMARY_UPSTREAM,React Atom package manifest,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/react/package.json,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/react/package.json,2026-08-21T19:28:00Z,coordinated version and React peer requirements,binding existence is not renderer justification
E008,PRIMARY_UPSTREAM,React Atom hooks,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/react/src/Hooks.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/react/src/Hooks.ts,2026-08-21T19:28:00Z,useSyncExternalStore bridge; setters; mount and refresh hooks,React-specific lifecycle
E009,PRIMARY_UPSTREAM,React Atom registry provider,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/react/src/RegistryContext.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/react/src/RegistryContext.ts,2026-08-21T19:28:00Z,provider-owned registry; scheduler; delayed disposal,React-specific behavior
E010,PRIMARY_UPSTREAM,Solid Atom package manifest,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/solid/package.json,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/solid/package.json,2026-08-21T19:29:00Z,coordinated version and Solid peer range,binding existence is not renderer justification
E011,PRIMARY_UPSTREAM,Solid Atom hooks,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/solid/src/Hooks.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/solid/src/Hooks.ts,2026-08-21T19:29:00Z,accessor bridge; cleanup; resource projection,Solid-specific lifecycle
E012,PRIMARY_UPSTREAM,Solid Atom registry provider,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/solid/src/RegistryContext.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/solid/src/RegistryContext.ts,2026-08-21T19:29:00Z,owner-scoped registry and disposal,Solid-specific behavior
E013,PRIMARY_UPSTREAM,Vue Atom package manifest,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/vue/package.json,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/vue/package.json,2026-08-21T19:29:00Z,coordinated version and Vue peer range,Vue inspected for official binding reality; not shortlisted
E014,PRIMARY_UPSTREAM,Vue Atom binding implementation,4.0.0-rc.111,436f10d1efccec308426532ff3f88df9a96434f3,packages/atom/vue/src/index.ts,https://github.com/Effect-TS/effect/blob/436f10d1efccec308426532ff3f88df9a96434f3/packages/atom/vue/src/index.ts,2026-08-21T19:29:00Z,Vue ref/computed/watchEffect integration and cleanup,Vue not a realistic product candidate in this lane
E015,PRIMARY_UPSTREAM,Official Effect skill,main snapshot,28822c9e19998876a6b0e0d97877442012ed4391,skills/effect-ts/SKILL.md,https://github.com/Effect-TS/skills/blob/28822c9e19998876a6b0e0d97877442012ed4391/skills/effect-ts/SKILL.md,2026-08-21T19:26:00Z,installed-source and current-package research discipline,installed fixture blocked; repository guidance used
B001,PRIMARY_UPSTREAM,Bun v1.4.0 tag target,bun-v1.4.0,34cbb9a40b4bd1bd767d134a7065e66c2432a676,release tag,https://github.com/oven-sh/bun/tree/bun-v1.4.0,2026-08-21T19:32:00Z,current Bun runtime coordinate,runtime unavailable in working environment
L001,PRIMARY_UPSTREAM,Standalone Lit templates,current docs,,lit-html standalone templates,https://lit.dev/docs/libraries/standalone-templates/,2026-08-21T19:30:00Z,small declarative renderer model and partial DOM updates,"documentation, not target-app measurement"
L002,PRIMARY_UPSTREAM,lit-html package manifest,3.3.3,c42ee1e96b8fd61f7256f61d715daef572e76e52,packages/lit-html/package.json,https://github.com/lit/lit/blob/c42ee1e96b8fd61f7256f61d715daef572e76e52/packages/lit-html/package.json,2026-08-21T19:36:00Z,current standalone renderer version,bundle size must be measured in target build
S001,PRIMARY_REGISTRY,Solid package,1.9.15,,npm package coordinate,https://www.npmjs.com/package/solid-js,2026-08-21T19:30:00Z,current Solid version,"registry metadata, not target-app measurement"
S002,PRIMARY_UPSTREAM,Solid fine-grained reactivity,current docs,,advanced-concepts/fine-grained-reactivity,https://docs.solidjs.com/advanced-concepts/fine-grained-reactivity,2026-08-21T19:30:00Z,fine-grained update model,framework documentation
S003,PRIMARY_UPSTREAM,Solid onCleanup,current docs,,reference/lifecycle/on-cleanup,https://docs.solidjs.com/reference/lifecycle/on-cleanup,2026-08-21T19:30:00Z,owner cleanup behavior,framework documentation
S004,PRIMARY_UPSTREAM,Solid For,current docs,,reference/components/for,https://docs.solidjs.com/reference/components/for,2026-08-21T19:30:00Z,identity-based keyed list behavior,framework documentation
S005,PRIMARY_UPSTREAM,Solid render,current docs,,reference/rendering/render,https://docs.solidjs.com/reference/rendering/render,2026-08-21T19:30:00Z,root mount and disposal,framework documentation
R001,PRIMARY_REGISTRY,React current package,19.2.8,1dd4ecbdabf826f527fc9a58c05ea70375b7d170,registry latest,https://registry.npmjs.org/react/latest,2026-08-21T19:31:00Z,current React version,registry metadata
R002,PRIMARY_UPSTREAM,React useSyncExternalStore,19.2,,reference/react/useSyncExternalStore,https://react.dev/reference/react/useSyncExternalStore,2026-08-21T19:31:00Z,external-store subscription and snapshot requirements,React-specific integration
PR001,PRIMARY_REGISTRY,Preact package,10.29.8,,npm package coordinate,https://www.npmjs.com/package/preact,2026-08-21T19:31:00Z,current Preact version and compatibility positioning,registry metadata
PR002,PRIMARY_UPSTREAM,Preact getting started and compat aliases,v10,,guide/v10/getting-started,https://preactjs.com/guide/v10/getting-started/,2026-08-21T19:31:00Z,React compat alias requirements and build integration,does not establish Effect binding support
