source_id,authority,title,version_or_ref,commit_sha,path_or_coordinate,url,accessed_at,supports,limitations
SRC-025,reproducible local evidence,Chromium browser and Service Worker probe,Chromium 144.0.7559.96,,raw-results/browser-runtime-probe.json,repository-local,2026-08-21T23:51:40Z,"native browser APIs, IndexedDB commit/abort, SW lifetime, client abort",one browser/build; not Effect package execution
SRC-026,reproducible local evidence,Cloudflare-compatible handler build probe,TypeScript 5.8.3; Node 22.16.0,,raw-results/workerd-compatible-build-probe.txt,repository-local,2026-08-21T23:52:01Z,module handler type/build and Web Request/Response behavior,explicitly not workerd or Effect Layer proof
SRC-027,official registry,workerd npm package,1.20260821.1,,npm workerd@1.20260821.1,https://www.npmjs.com/package/workerd/v/1.20260821.1,2026-08-21T23:34:00Z,current date-based package coordinate,package executable not installed
SRC-028,project authority,V2 research launch contract,immutable source,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,prompts/research-v2/LAUNCH-CONTRACT.md,https://github.com/mannyc2/nycustodianexam/blob/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/prompts/research-v2/LAUNCH-CONTRACT.md,2026-08-21T23:58:00Z,"placeholder substitution, immutable launch and GitHub completion rules","governance, not technical runtime evidence"
SRC-029,project authority,Effect skill adaptation,immutable source,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,research/prompt-curation/EFFECT-SKILL-ADAPTATION.md,https://github.com/mannyc2/nycustodianexam/blob/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/research/prompt-curation/EFFECT-SKILL-ADAPTATION.md,2026-08-21T23:58:00Z,"current Effect service, Layer, Schema and runtime research discipline","project guidance, not provider execution proof"
SRC-030,project normalization evidence,Initial-pass normalization and supersession set,immutable source,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,"research/initial-pass/{README,NORMALIZATION,DUPLICATION-AND-SUPERSESSION,REUSABLE-FINDINGS,REDO-REQUIRED}.md",https://github.com/mannyc2/nycustodianexam/tree/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/research/initial-pass,2026-08-21T23:58:00Z,raw-versus-normalized distinctions and v4 redo requirements,"classification evidence, not current upstream authority"
SRC-031,prior raw project research,E06 Effect Platform browser and Web API fit,seven-part raw report,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,research/initial-pass/raw/effect/06-effect-platform-browser-web-api-fit/part-01.md through part-07.md,https://github.com/mannyc2/nycustodianexam/tree/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/research/initial-pass/raw/effect/06-effect-platform-browser-web-api-fit,2026-08-21T23:58:00Z,"prior capability matrix, native Web API boundaries and first-pass hypotheses",mixed v3/v4 historical research; superseded where current v4 source or probes differ
SRC-032,prior raw project correction,E09 Effect v4 and Cloudflare research correction,immutable source,00155a1d555d1d4c84f3ab9682ee876dd2a57fbb,research/initial-pass/raw/effect/09-effect-v4-cloudflare-research-correction.md,https://github.com/mannyc2/nycustodianexam/blob/00155a1d555d1d4c84f3ab9682ee876dd2a57fbb/research/initial-pass/raw/effect/09-effect-v4-cloudflare-research-correction.md,2026-08-21T23:58:00Z,v4-only correction and native fetch versus unstable HTTP/HttpApi question,provisional correction; current lane independently verifies source and runtime evidence
SRC-033,official upstream guidance,Effect package AGENTS guidance,current source,993f4be99949d4682f79c22b9cb8dc2fda37ec7c,packages/effect/AGENTS.md,https://github.com/Effect-TS/effect/blob/993f4be99949d4682f79c22b9cb8dc2fda37ec7c/packages/effect/AGENTS.md,2026-08-21T23:58:00Z,Effect source patterns and package-local guidance intent,source-tree guidance; installed node_modules copy could not be read because package installation was blocked
SRC-034,official Cloudflare docs,Workers Cache API,accessed 2026-08-21,,runtime-apis/cache,https://developers.cloudflare.com/workers/runtime-apis/cache/,2026-08-21T23:58:00Z,Cloudflare Cache API semantics and distinction from browser Cache Storage,runtime behavior still requires workerd/production testing
