source_id,authority,title,version_or_ref,commit_sha,path_or_coordinate,url,accessed_at,supports,limitations
iso-ap242,official standard publisher,ISO 10303-242:2025,2025 edition 4,,STEP AP242,https://www.iso.org/standard/84300.html,2026-08-22T10:36:22Z,current AP242 coordinate and scope,"format/interchange authority, not geometry source or asset rights"
asme-b107,official standard publisher,ASME B107 family example,B107.14M page; exact raw family coordinates missing,,ASME B107,https://www.asme.org/codes-standards/find-codes-standards/b107-14-hand-torque-tools,2026-08-22T10:36:22Z,corroborates standards family exists and is sold/licensed,raw source ledger omitted; page is not exact wrench/pipe-wrench evidence
etim-license,official classification publisher,ETIM product classification license,ODC-By 1.0,,ETIM license info,https://www.etim-international.com/classification/license-info/,2026-08-22T10:36:22Z,classification and ETIM MC database rights,classification data is not complete tool geometry
eclass-license,official classification publisher,ECLASS licenses,current license models,,ECLASS licenses,https://eclass.eu/en/eclass-standard/licenses,2026-08-22T10:36:22Z,paid/use license model,not a geometry source; exact old source coordinate absent
eclass-current,official classification publisher,ECLASS current release,Release 16.0,,ECLASS current version,https://eclass.eu/en/,2026-08-22T10:36:22Z,current release coordinate,does not establish hand-tool geometry coverage
abo-official,official dataset publisher,Amazon Berkeley Objects dataset page,CC BY 4.0 shown,,ABO official dataset,https://amazon-berkeley-objects.s3.amazonaws.com/index.html,2026-08-22T10:36:22Z,official dataset license surface,conflicts with AWS Registry license surface
abo-aws,official registry surface,Amazon Berkeley Objects on AWS Registry,CC BY-NC 4.0 shown,,ABO AWS Registry,https://registry.opendata.aws/amazon-berkeley-objects/,2026-08-22T10:36:22Z,dataset inventory and registry license surface,conflicts with official dataset page; exact archive/license pair must be resolved
objaverse-xl,official project repository,Objaverse-XL,dataset ODC-By 1.0; object licenses vary,,Objaverse-XL repository,https://github.com/allenai/objaverse-xl,2026-08-22T10:36:22Z,dataset and object-level license distinction,every object still needs source/license/mechanical audit
poly-haven,official asset publisher,Poly Haven asset license,CC0,,Poly Haven license,https://polyhaven.com/license,2026-08-22T10:36:22Z,site-wide CC0 license statement,no specific suitable tool asset was identified or mechanically reviewed
gltf-registry,official format publisher,Khronos glTF Registry,glTF 2.0 / 2.0.1,,glTF registry,https://registry.khronos.org/glTF/,2026-08-22T10:36:22Z,current glTF format coordinate,format is not a source of geometry rights
cadquery,official project repository,CadQuery,Apache-2.0; local 2.8.0,,CadQuery repository,https://github.com/CadQuery/cadquery,2026-08-22T10:36:22Z,parametric CAD tool and code license,tool license does not license input references or model content
occt,official project publisher,Open CASCADE Technology licensing,LGPL-2.1 with additional exception; local 7.9.3.1,,OCCT licensing,https://dev.opencascade.org/resources/licensing,2026-08-22T10:36:22Z,kernel license and obligations,tool license does not certify or license generated model geometry
trimesh,official project repository,trimesh license,MIT; local 4.11.1,,trimesh license,https://github.com/mikedh/trimesh/blob/main/LICENSE.md,2026-08-22T10:36:22Z,mesh inspection tool license,no POC meshes were available to inspect
